label,title,content
13,I Had Seen Castles, I Had Seen Castles is a novella for young adults by the American writer and Newbery Medalist Cynthia Rylant.It is a story about a young American named John Dante who enthusiastically enlists in 1942 but soon comes to understand the horrors of war.It is an anti-war novel. It has been controversial in some schools due to its graphic portrayal of sex.
5,Saab 29 Tunnan, The Saab 29 colloquially called Flygande tunnan (English: Flying barrel) was a Swedish fighter designed and manufactured by Saab in the 1950s. It was Sweden's second turbojet-powered combat aircraft the first being the Saab 21R. Despite its round appearance the J 29 was fast and agile serving effectively in both fighter and fighter-bomber roles into the 1970s.
12,The Perfect Match, The Perfect Match is a British comedy-drama television film written by Mike Bullen and directed by Nick Hurran. It stars Saskia Reeves and Con O'Neill as Bridget and Phil a couple whose marriage proposal is broadcast to football fans. It was first broadcast on the ITV network on 6 September 1995.
3,Rubegall (Middlesex cricketer), Rubegall (dates unknown) was an English professional cricketer who made 6 known appearances in major cricket matches from 1794 to 1798.
1,Tahoma Senior High School, Tahoma Senior High School (or more frequently Tahoma (High) School or THS) is part of the Tahoma School District #409. THS is a public high school serving grades ten through twelve adjacent to Tahoma National Cemetery and mainly provides for students from the city of Maple Valley Washington. The school's class schedule features six periods that alternate in three-period blocks every other day (known as Blue and Gold days).
11,Fresh Aire II, Fresh Aire II was the second album released by new age musical group Mannheim Steamroller. The album was originally released in 1977.
1,Presbyterian Ladies' College Armidale, The Presbyterian Ladies' College Armidale (PLC Armidale) is an independent Presbyterian day and boarding school for girls. The school is located in Armidale a large rural town with a population of 28000 in the New England region of New South Wales Australia.PLC Armidale currently caters for approximately 400 students from Kindergarten to Year 12 including 80 boarders in Years 5 to 12.
0,Tauck, Tauck is an operator of guided tours and cruises; in 1925 it became the first tour operator to be awarded a federal Tour Broker’s License by the U.S. government. The company which will celebrate its 90th anniversary in 2015 is owned and operated by the Tauck family and is based in Norwalk CT.
3,Yoshio Tomita, Yoshio Tomita (富田 芳雄 Tomita Yoshio) is a male former table tennis player from Japan. From 1955 to 1957 he won several medals in singles doubles and team events in the World Table Tennis Championships.
1,University of Santo Tomas Faculties of Ecclesiastical Studies, The University of Santo Tomas Faculties of Ecclesiastical Studies (also known as UST Ecclesiastical Faculties and UST-Eccle) are the ecclesiastical schools of the University of Santo Tomas the oldest and the largest Catholic university in Manila Philippines.Ecclesiastical Faculties consist of academic programs being offered since the University was founded in 1611 which prepare young men for the priesthood and for lay ministry service in the church.
8,Kanyak, Kanyak (Bulgarian: Каняк) is a village in the municipality of Chernoochene in Kardzhali Province in southern-central Bulgaria. It is located 192.274 kilometres (119.474 mi) southeast of Sofia. It covers an area of 5.697 square kilometres and as of 2007 it had a population of 205 people.
9,Daudebardia brevipes, Daudebardia brevipes is a species of air-breathing land snail or semi-slug a terrestrial pulmonate gastropod mollusk in the family Oxychilidae which belongs to the Limacoid clade.
8,Płonna Podkarpackie Voivodeship, Płonna [ˈpwɔnːa] (Ukrainian: Полонна Polonna) in Plone 1433 de Plona 1437 villa Plona 1451 Plonna 1508 Płonna 1699 village in eastern Lesser Poland in the Lesser Beskid mountains Bukowsko rural commune located near the towns of Medzilaborce and Palota (in northeastern Slovakia).Płonna is about 10 mi (16 km) from Sanok in south-eastern Poland. It is situated below the main watershed at the foot of the Słonne Mountain and has an elevation of 340 m (1115 ft).
3,Evgeniy Borisov, Evgeniy Borisov (Russian: Евгений Борисов; born March 7 1984) is a Russian hurdler. He placed third at the 60 metres hurdles at the 2008 World Indoor Championships in Valencia alongside Staņislavs Olijars. His personal best in the 60 m hurdles came at the 2008 European Athletics Indoor Cup in Moscow when he won the event in 7.44 breaking his previous best by 0.14 seconds. This put him 22nd on the all-time list. His 110 metre hurdles best is 13.55.
9,Eucalyptra, Eucalyptia is a genus of moths of the Noctuidae family.
4,Joseph R. Paolino Jr., Joseph R. Paolino Jr. is the former mayor of Providence Rhode Island and US Ambassador to Malta. He was previously the former Director of the RI Department of Economic Development and currently serves as a managing partner for Paolino Properties.As a student at the Harvard Extension School he was graduate student speaker at the commencement ceremonies in 1989. He was elected to the Providence City Council in 1978 and was re-elected in 1982.
4,Natsagiin Udval, Natsagiin Udval (Mongolian: Нацагийн Удвал) is a Mongolian politician. She has been the secretary general of the Mongolian People's Revolutionary Party from 2010. She is the country's Health Minister. She was a candidate for the Mongolian presidential election 2013 being the first woman to do so.
0,NorthSouth Productions, NorthSouth Productions is a television production company in the United States that was created by Mark Hickman and Charlie DeBevoise. NorthSouth creates and produces original programming for a variety of broadcast and cable networks including Discovery TLC History A&E MTV VH1 SyFy OWN: Oprah Winfrey Network TruTV Speed WE tv Discovery Health Food Network Lifetime and the Sundance Channel.
8,Nawsie Kołaczyckie, Nawsie Kołaczyckie [ˈnafɕɛ kɔwaˈt͡ʂɨt͡skʲɛ] is a village in the administrative district of Gmina Kołaczyce within Jasło County Subcarpathian Voivodeship in south-eastern Poland. It lies approximately 3 kilometres (2 mi) south-east of Kołaczyce 6 km (4 mi) north of Jasło and 47 km (29 mi) south-west of the regional capital Rzeszów.
10,Prosopis cineraria, Prosopis cineraria is a species of flowering tree in the pea family Fabaceae. It is native to arid portions of Western and the Indian Subcontinent including Afghanistan Iran India Oman Pakistan Saudi Arabia the United Arab Emirates and Yemen. It is an established introduced species in parts of Southeast Asia including Indonesia.
5,CSS Resolute, CSS Resolute was a tugboat built in 1858 at Savannah Georgia as the Ajax which served in the Confederate States Navy during the American Civil War.Resolute entered Confederate service in 1861 and operated as a tow boat transport receiving ship and tender to the sidewheeler CSS Savannah on the coastal and inland waters of Georgia and South Carolina.On 5 -6 November 1861 Resolute under Lieutenant John Pembroke Jones CSN in company with CSS Lady Davis CSS Sampson and Savannah under the overall command of Flag Officer Josiah Tattnall CSN offered harassing resistance to a much larger Union fleet preparing to attack Confederate strongholds at Port Royal Sound S.C.During November 7 while Resolute had been sent to Savannah with dispatches the Union fleet under Flag Officer Samuel Francis du Pont USN pounded the Confederate Fort Walker and Fort Beauregard until they were abandoned. 
11,For Beginner Piano, For Beginner Piano is an album by British band Plone. It was released in 1999 on Warp Records. In 2009 the song On My Bus was covered by Plaid for the Warp20 (Recreated) compilation.
2,Rozonda Thomas, Rozonda Ocelean Thomas (born February 27 1971) best known by her stage name Chilli is an American recording artist actress and television personality who rose to fame as one-third of group TLC.
7,Dzoraget River, The Dzoraget (Armenian: Ձորագետ) is a river in the Debeda hydrological region in the Lori region in Northern Armenia. It originates in the Bazum Mountains and flows west to east through spectacular gorges around Stepanavan.
1,South Axholme Academy, South Axholme Academy is an academy school in Epworth in the Isle of Axholme area of North Lincolnshire England.The school is situated on the A161 next to Epworth Leisure Centre and is in the North Lincolnshire Local education authority. South Axholme School Trust is operated by the school itself the University of Lincoln Bishop Grosseteste University and Lincolnshire Co-operative.[citation needed]
